"TierID","No","CollarID","LMT_Date","LMT_Time","Latitude....","Longitude....","Height..m.","DOP","FixType","Temp...C."
"RE02",2996,7025,"17.07.2014","01:30:47",47.2958162,8.540794,555.93,5.2,"val. GPS-3D",21
"RE02",2997,7025,"17.07.2014","01:35:41",47.2955866,8.5408443,560.43,3,"val. GPS-3D",20
"RE02",2998,7025,"17.07.2014","01:40:23",47.2959293,8.5410391,596.03,3.4,"val. GPS-3D",21
"RE02",2999,7025,"17.07.2014","01:45:53",47.2957963,8.5408221,552.52,3,"val. GPS-3D",21
"RE02",3000,7025,"17.07.2014","01:50:56",47.2957369,8.540794,546.38,2.8,"val. GPS-3D",20
"RE02",3001,7025,"17.07.2014","01:55:19",47.2957994,8.5408783,550.85,2.8,"val. GPS-3D",20
"RE02",3002,7025,"17.07.2014","02:00:33",47.2958081,8.5408201,555.4,5.2,"val. GPS-3D",20
"RE02",3003,7025,"17.07.2014","03:00:29",47.2958228,8.5410038,549.81,2.4,"val. GPS-3D",21
"RE02",3004,7025,"17.07.2014","06:01:13",47.2938304,8.5436691,554.23,1.8,"val. GPS-3D",20
"RE02",3005,7025,"17.07.2014","09:01:02",47.2906434,8.5445416,554.69,2.8,"val. GPS-3D",24
"RE02",3006,7025,"17.07.2014","12:01:17",47.2905361,8.5445129,493.58,3,"val. GPS-3D",26
"RE02",3007,7025,"17.07.2014","15:02:22",47.2907308,8.5448058,498.09,2.8,"val. GPS-3D",29
"RE02",3008,7025,"17.07.2014","18:01:24",47.2904307,8.5447979,497.59,3.8,"val. GPS-3D",29
"RE02",3009,7025,"17.07.2014","21:01:29",47.2909762,8.5452044,579.05,6,"val. GPS-3D",25
"RE02",3010,7025,"17.07.2014","21:05:25",47.2910505,8.5451319,582.31,6,"val. GPS-3D",25
"RE02",3011,7025,"17.07.2014","21:10:19",47.291366,8.5455418,583.95,6,"val. GPS-3D",25
"RE02",3012,7025,"17.07.2014","21:15:21",47.2914036,8.5455987,576.01,5.8,"val. GPS-3D",24
"RE02",3013,7025,"17.07.2014","21:20:10",47.2913912,8.5457176,585.45,5.6,"val. GPS-3D",24
"RE02",3014,7025,"17.07.2014","21:25:22",47.2914661,8.5457954,576.4,5.4,"val. GPS-3D",23
"RE02",3015,7025,"17.07.2014","21:30:26",47.2914232,8.5458719,574,5.2,"val. GPS-3D",23
"RE02",3016,7025,"17.07.2014","21:35:30",47.2913158,8.5456653,575.5,5.2,"val. GPS-3D",22
"RE02",3017,7025,"17.07.2014","21:40:09",47.2911056,8.5455051,569.86,5,"val. GPS-3D",22
"RE02",3018,7025,"17.07.2014","21:45:47",47.291485,8.545583,567.66,1.6,"val. GPS-3D",22
"RE02",3019,7025,"17.07.2014","21:50:22",47.2914974,8.5455066,566.39,2.8,"val. GPS-3D",22
"RE02",3020,7025,"17.07.2014","21:55:14",47.2913839,8.5455249,558.98,3,"val. GPS-3D",22
"RE02",3021,7025,"17.07.2014","22:00:17",47.2914109,8.5455366,553.49,3.6,"val. GPS-3D",21
"RE02",3022,7025,"17.07.2014","22:05:12",47.2918156,8.5453511,551.42,2.8,"val. GPS-3D",21
"RE02",3023,7025,"17.07.2014","22:10:30",47.2928085,8.5452599,550.22,7.2,"val. GPS-3D",21
"RE02",3024,7025,"17.07.2014","22:15:14",47.2932753,8.5444141,559.48,2.6,"val. GPS-3D",21
"RE02",3025,7025,"17.07.2014","22:20:11",47.2935194,8.5440194,564.37,2.4,"val. GPS-3D",21
"RE02",3026,7025,"17.07.2014","22:25:22",47.2937714,8.5439358,557.56,2.8,"val. GPS-3D",21
"RE02",3027,7025,"17.07.2014","22:30:10",47.2940047,8.5436424,555.39,2.6,"val. GPS-3D",22
"RE02",3028,7025,"17.07.2014","22:35:17",47.2940379,8.5436371,553.34,2.4,"val. GPS-3D",21
"RE02",3029,7025,"17.07.2014","22:40:09",47.2941046,8.5435927,554.67,3.2,"val. GPS-3D",21
"RE02",3030,7025,"17.07.2014","22:45:22",47.2942509,8.5434823,545.1,3.6,"val. GPS-3D",21
"RE02",3031,7025,"17.07.2014","22:50:10",47.2943772,8.543294,551.19,3.6,"val. GPS-3D",21
"RE02",3032,7025,"17.07.2014","22:55:23",47.2943748,8.5432757,544.63,3.8,"val. GPS-3D",20
"RE02",3033,7025,"17.07.2014","23:00:17",47.2943841,8.5431855,553.19,3.8,"val. GPS-3D",20
"RE02",3034,7025,"17.07.2014","23:05:22",47.2946894,8.5427842,550.44,3.8,"val. GPS-3D",21
"RE02",3035,7025,"17.07.2014","23:10:17",47.2943996,8.5431653,550.25,3.8,"val. GPS-3D",20
"RE02",3036,7025,"17.07.2014","23:15:14",47.2943151,8.5432541,553.48,3.8,"val. GPS-3D",20
"RE02",3037,7025,"17.07.2014","23:20:10",47.2939015,8.5435149,548.29,3.8,"val. GPS-3D",20
"RE02",3038,7025,"17.07.2014","23:25:17",47.2936894,8.5429586,538.76,3.6,"val. GPS-3D",20
"RE02",3039,7025,"17.07.2014","23:30:41",47.2936244,8.5430004,549.51,4.6,"val. GPS-3D",20
"RE02",3040,7025,"17.07.2014","23:35:25",47.293777,8.5434586,565.14,4.8,"val. GPS-3D",20
"RE02",3041,7025,"17.07.2014","23:40:23",47.2936551,8.5430363,546.36,3.2,"val. GPS-3D",21
"RE02",3042,7025,"17.07.2014","23:45:18",47.2935229,8.5430231,589.86,4.6,"val. GPS-3D",21
"RE02",3043,7025,"17.07.2014","23:50:21",47.2937649,8.5429514,543.26,3.2,"val. GPS-3D",21
"RE02",3044,7025,"17.07.2014","23:55:18",47.2935735,8.5431285,557.46,4.4,"val. GPS-3D",21
"RE02",3045,7025,"18.07.2014","00:00:22",47.2936609,8.5429899,571.62,2.6,"val. GPS-3D",21
"RE02",3046,7025,"18.07.2014","00:05:18",47.2935814,8.5428839,581.14,2.6,"val. GPS-3D",21
"RE02",3047,7025,"18.07.2014","00:10:45",47.2936877,8.5431736,567.5,2.6,"val. GPS-3D",21
"RE02",3048,7025,"18.07.2014","00:15:17",47.2936368,8.5432337,556.41,3.6,"val. GPS-3D",21
"RE02",3049,7025,"18.07.2014","00:20:27",47.2936848,8.5431278,551.48,2.8,"val. GPS-3D",21
"RE02",3050,7025,"18.07.2014","00:25:26",47.2937915,8.5431586,551.42,2.8,"val. GPS-3D",21
"RE02",3051,7025,"18.07.2014","00:30:29",47.2935716,8.5433625,552.21,3.2,"val. GPS-3D",21
"RE02",3052,7025,"18.07.2014","00:35:44",47.2936811,8.5432161,545.05,2.2,"val. GPS-3D",21
"RE02",3053,7025,"18.07.2014","00:40:13",47.2938812,8.5430108,592.56,3.6,"val. GPS-3D",21
"RE02",3054,7025,"18.07.2014","00:45:18",47.2937479,8.5428873,549.08,3,"val. GPS-3D",21
"RE02",3055,7025,"18.07.2014","00:50:31",47.2938186,8.5428161,560.88,2.6,"val. GPS-3D",22
"RE02",3056,7025,"18.07.2014","00:55:17",47.2936783,8.5430134,556.23,4.6,"val. GPS-3D",21
"RE02",3057,7025,"18.07.2014","01:00:21",47.2937628,8.543052,577.49,4.6,"val. GPS-3D",21
"RE02",3058,7025,"18.07.2014","01:05:25",47.2936851,8.5432318,563.69,5.2,"val. GPS-3D",21
"RE02",3059,7025,"18.07.2014","01:10:26",47.2937392,8.542988,552.7,3.4,"val. GPS-3D",21
"RE02",3060,7025,"18.07.2014","01:15:54",47.2936557,8.5430468,558.54,4.2,"val. GPS-3D",21
"RE02",3061,7025,"18.07.2014","01:20:58",47.2937849,8.5430442,556.17,1.6,"val. GPS-3D",21
"RE02",3062,7025,"18.07.2014","01:25:45",47.2936589,8.543086,559.58,4,"val. GPS-3D",22
"RE02",3063,7025,"18.07.2014","01:30:53",47.2938906,8.5429756,560.3,4.6,"val. GPS-3D",21
"RE02",3064,7025,"18.07.2014","01:35:16",47.293736,8.5429912,559.83,2.4,"val. GPS-3D",21
"RE02",3065,7025,"18.07.2014","01:40:26",47.2940083,8.5430789,567.26,3.4,"val. GPS-3D",22
"RE02",3066,7025,"18.07.2014","01:45:24",47.2944028,8.5432619,588.03,3.4,"val. GPS-3D",21
"RE02",3067,7025,"18.07.2014","01:50:19",47.2944913,8.5438634,578.94,3.2,"val. GPS-3D",21
"RE02",3068,7025,"18.07.2014","01:55:29",47.2944904,8.5439294,569.51,3.2,"val. GPS-3D",21
"RE02",3069,7025,"18.07.2014","02:00:17",47.2945011,8.544053,568.4,3.4,"val. GPS-3D",21
"RE02",3070,7025,"18.07.2014","03:00:23",47.2991809,8.5374657,583.52,3.2,"val. GPS-3D",21
"RE02",3071,7025,"18.07.2014","06:01:55",47.2936273,8.5430311,536.96,3.6,"val. GPS-3D",19
"RE02",3072,7025,"18.07.2014","09:01:23",47.2937879,8.5429625,547.7,2.6,"val. GPS-3D",26
"RE02",3073,7025,"18.07.2014","12:01:23",47.2941441,8.542571,543.8,2.6,"val. GPS-3D",29
"RE02",3074,7025,"18.07.2014","15:01:02",47.2942798,8.5425174,550.3,3.2,"val. GPS-3D",29
"RE02",3075,7025,"18.07.2014","18:01:02",47.2937408,8.5429703,536.2,4,"val. GPS-3D",29
"RE02",3076,7025,"18.07.2014","21:00:52",47.2944609,8.5432267,561.64,1.8,"val. GPS-3D",22
"RE02",3077,7025,"19.07.2014","00:00:46",47.2981848,8.5386999,579.6,1.8,"val. GPS-3D",21
"RE02",3078,7025,"19.07.2014","03:01:02",47.2977378,8.5384396,560.15,2,"val. GPS-3D",20
"RE02",3079,7025,"19.07.2014","06:01:29",47.2973447,8.5387527,558.29,3.6,"val. GPS-3D",22
"RE02",3080,7025,"19.07.2014","09:02:21",47.2975461,8.5382454,562.13,4.2,"val. GPS-3D",24
"RE02",3081,7025,"19.07.2014","12:00:59",47.2977626,8.5378664,522.22,3.4,"val. GPS-3D",29
"RE02",3082,7025,"19.07.2014","15:02:54",47.2977807,8.5386855,521.72,5.8,"GPS-3D",29
"RE02",3083,7025,"19.07.2014","18:01:23",47.2975808,8.5388868,536.79,5,"val. GPS-3D",29
"RE02",3084,7025,"19.07.2014","21:00:32",47.2985452,8.5387398,583.43,3.6,"val. GPS-3D",25
"RE02",3085,7025,"20.07.2014","00:00:29",47.2982925,8.5385456,578.07,2.8,"val. GPS-3D",24
"RE02",3086,7025,"20.07.2014","03:00:52",47.2984796,8.5388836,577.93,2.2,"val. GPS-3D",23
"RE02",3087,7025,"20.07.2014","06:01:27",47.2977303,8.5382259,569.08,4.6,"val. GPS-3D",25
"RE02",3088,7025,"20.07.2014","09:01:29",47.2907636,8.5443534,560.05,2.4,"val. GPS-3D",26
"RE02",3089,7025,"20.07.2014","12:00:55",47.2930645,8.5438213,537.57,2.2,"val. GPS-3D",28
"RE02",3090,7025,"20.07.2014","15:02:16",47.2934202,8.5432899,528.28,5.4,"GPS-3D",27
"RE02",3091,7025,"20.07.2014","18:02:34",47.2928773,8.5434623,573.11,8.4,"val. GPS-3D",26
"RE02",3092,7025,"20.07.2014","21:02:00",47.2914245,8.5443777,552.1,7.6,"val. GPS-3D",25
"RE02",3093,7025,"20.07.2014","21:05:21",47.291577,8.5450479,499.7,8,"val. GPS-3D",25
"RE02",3094,7025,"20.07.2014","21:11:00",47.2913502,8.5444353,520.26,8.8,"val. GPS-3D",24
"RE02",3095,7025,"20.07.2014","21:15:51",47.2913741,8.5446307,536.86,10,"GPS-3D",24
"RE02",3096,7025,"20.07.2014","21:20:49",47.2913214,8.5443032,535.46,3.6,"val. GPS-3D",23
"RE02",3097,7025,"20.07.2014","21:25:27",47.2913039,8.5442542,539.98,6.6,"val. GPS-3D",23
"RE02",3098,7025,"20.07.2014","21:30:28",47.291198,8.5441744,546.76,4,"val. GPS-3D",22
"RE02",3099,7025,"20.07.2014","21:35:17",47.2914578,8.5443405,524.18,3.8,"val. GPS-3D",22
"RE02",3100,7025,"20.07.2014","21:40:48",47.2914857,8.5442438,519.96,9,"val. GPS-3D",21
"RE02",3101,7025,"20.07.2014","21:45:22",47.2913781,8.5442686,528.28,3.8,"val. GPS-3D",20
"RE02",3102,7025,"20.07.2014","21:51:00",47.2912154,8.5445628,498.71,6.4,"val. GPS-3D",20
"RE02",3103,7025,"20.07.2014","21:55:23",47.2912192,8.5443601,540.5,6,"val. GPS-3D",20
"RE02",3104,7025,"20.07.2014","22:00:20",47.2912026,8.5442725,534.05,5.4,"val. GPS-3D",20
"RE02",3105,7025,"20.07.2014","22:05:15",47.2912782,8.5442758,520.84,5.2,"val. GPS-3D",20
"RE02",3106,7025,"20.07.2014","22:11:23",47.2913956,8.5443177,523.76,3.6,"val. GPS-3D",20
"RE02",3107,7025,"20.07.2014","22:16:01",47.2912754,8.5443235,534.73,4.4,"val. GPS-3D",20
"RE02",3108,7025,"20.07.2014","22:20:20",47.2913321,8.5444013,523.48,4.2,"val. GPS-3D",19
"RE02",3109,7025,"20.07.2014","22:25:17",47.2911704,8.5442476,538.7,4,"val. GPS-3D",19
"RE02",3110,7025,"20.07.2014","22:30:53",47.2913086,8.5442503,513.64,3.6,"val. GPS-3D",19
"RE02",3111,7025,"20.07.2014","22:35:15",47.2913159,8.5444111,514.24,3.6,"val. GPS-3D",20
"RE02",3112,7025,"20.07.2014","22:40:29",47.2913047,8.5442856,516.76,3.8,"val. GPS-3D",20
"RE02",3113,7025,"20.07.2014","22:45:17",47.2914531,8.5442595,534.19,3.8,"val. GPS-3D",20
"RE02",3114,7025,"20.07.2014","22:50:28",47.2913031,8.5442608,525.09,4.4,"val. GPS-3D",20
"RE02",3115,7025,"20.07.2014","22:55:16",47.2913352,8.5442856,520.43,4.4,"val. GPS-3D",20
"RE02",3116,7025,"20.07.2014","23:00:28",47.2911591,8.5440267,542.59,5.6,"val. GPS-3D",20
"RE02",3117,7025,"20.07.2014","23:05:17",47.2912597,8.5442398,525.47,3.8,"val. GPS-3D",20
"RE02",3118,7025,"20.07.2014","23:10:48",47.291302,8.5441934,555.14,4.6,"val. GPS-3D",21
"RE02",3119,7025,"20.07.2014","23:15:19",47.2913478,8.544377,583.11,8,"val. GPS-3D",21
"RE02",3120,7025,"20.07.2014","23:20:22",47.2911577,8.5441353,511.43,5.4,"val. GPS-3D",21
"RE02",3121,7025,"20.07.2014","23:25:17",47.2912127,8.5439508,565.66,5.6,"val. GPS-3D",21
"RE02",3122,7025,"20.07.2014","23:30:21",47.2912579,8.5442045,551.5,5.8,"val. GPS-3D",21
"RE02",3123,7025,"20.07.2014","23:35:20",47.2912843,8.5442483,541.99,5.8,"val. GPS-3D",21
"RE02",3124,7025,"20.07.2014","23:40:12",47.2913123,8.5440646,552.72,5.8,"val. GPS-3D",21
"RE02",3125,7025,"20.07.2014","23:45:18",47.2913509,8.5439111,532.43,6.2,"val. GPS-3D",21
"RE02",3126,7025,"20.07.2014","23:50:45",47.291305,8.5438443,546.67,3.6,"val. GPS-3D",21
"RE02",3127,7025,"20.07.2014","23:55:15",47.2912461,8.5440261,533.66,3,"val. GPS-3D",20
"RE02",3128,7025,"21.07.2014","00:00:35",47.2913028,8.5441294,533.28,3.4,"val. GPS-3D",20
"RE02",3129,7025,"21.07.2014","00:06:12",47.2913508,8.5441359,524.27,2.6,"val. GPS-3D",20
"RE02",3130,7025,"21.07.2014","00:10:16",47.2914085,8.5439208,561.9,4.4,"val. GPS-3D",19
"RE02",3131,7025,"21.07.2014","00:15:33",47.2913462,8.5441523,501.62,6,"val. GPS-3D",19
"RE02",3132,7025,"21.07.2014","00:20:45",47.2916605,8.5442295,502.02,5,"val. GPS-3D",20
"RE02",3133,7025,"21.07.2014","00:25:16",47.2913668,8.5440477,532.16,5,"val. GPS-3D",20
"RE02",3134,7025,"21.07.2014","00:30:22",47.2912889,8.5437567,570.09,4.8,"val. GPS-3D",20
"RE02",3135,7025,"21.07.2014","00:35:17",47.2913883,8.54393,562.61,4.8,"val. GPS-3D",20
"RE02",3136,7025,"21.07.2014","00:40:28",47.2913429,8.544175,583.61,4,"val. GPS-3D",20
"RE02",3137,7025,"21.07.2014","00:45:24",47.2912778,8.5443268,512.71,3.2,"val. GPS-3D",20
"RE02",3138,7025,"21.07.2014","00:50:43",47.2914486,8.5442188,583.65,3,"val. GPS-3D",20
"RE02",3139,7025,"21.07.2014","00:55:24",47.2915602,8.5442647,553.14,5,"val. GPS-3D",21
"RE02",3140,7025,"21.07.2014","01:00:20",47.2913618,8.5444079,512.26,4.6,"val. GPS-3D",20
"RE02",3141,7025,"21.07.2014","01:05:25",47.291377,8.5444111,521.59,4.4,"val. GPS-3D",20
"RE02",3142,7025,"21.07.2014","01:11:01",47.2913498,8.5443189,557.04,4,"val. GPS-3D",20
"RE02",3143,7025,"21.07.2014","01:16:04",47.2914458,8.5450341,494.11,16,"GPS-3D",21
"RE02",3144,7025,"21.07.2014","01:20:56",47.2913104,8.5445235,539.31,3.6,"val. GPS-3D",21
"RE02",3145,7025,"21.07.2014","01:25:16",47.2913392,8.5445961,518.66,3.4,"val. GPS-3D",21
"RE02",3146,7025,"21.07.2014","01:30:22",47.2912217,8.5444163,508.95,3.4,"val. GPS-3D",21
"RE02",3147,7025,"21.07.2014","01:35:54",47.2913198,8.5445032,535.63,4.6,"val. GPS-3D",21
"RE02",3148,7025,"21.07.2014","01:40:20",47.2913353,8.544536,523.14,4.4,"val. GPS-3D",21
"RE02",3149,7025,"21.07.2014","01:45:18",47.2912959,8.5445307,542.16,4.2,"val. GPS-3D",21
"RE02",3150,7025,"21.07.2014","01:50:22",47.2912928,8.5446144,519.34,4,"val. GPS-3D",21
"RE02",3151,7025,"21.07.2014","01:55:17",47.2913444,8.5444692,543.99,3.8,"val. GPS-3D",21
"RE02",3152,7025,"21.07.2014","02:00:49",47.2912819,8.5443849,539.52,3.2,"val. GPS-3D",21
"RE02",3153,7025,"21.07.2014","03:00:34",47.2912239,8.5445261,546.83,3.2,"val. GPS-3D",21
"RE02",3154,7025,"21.07.2014","06:01:50",47.2911029,8.544443,544.28,4.6,"val. GPS-3D",21
"RE02",3155,7025,"21.07.2014","09:02:21",47.2900696,8.5448199,546.89,4.8,"GPS-3D",22
"RE02",3156,7025,"21.07.2014","12:00:59",47.2903532,8.5445534,510.99,2.6,"val. GPS-3D",26
"RE02",3157,7025,"21.07.2014","15:02:10",47.2907552,8.5444855,510.56,1.8,"GPS-2D",25
"RE02",3158,7025,"21.07.2014","18:01:18",47.2909864,8.5442607,516.76,4.8,"val. GPS-3D",25
"RE02",3159,7025,"21.07.2014","21:00:54",47.2983238,8.5382567,568.05,2.6,"val. GPS-3D",19
"RE02",3160,7025,"21.07.2014","21:05:18",47.2984299,8.5382325,578.94,2.4,"val. GPS-3D",20
"RE02",3161,7025,"21.07.2014","21:10:24",47.2983455,8.5382619,576.71,2.2,"val. GPS-3D",20
"RE02",3162,7025,"21.07.2014","21:15:23",47.298375,8.5382325,572.32,4.4,"val. GPS-3D",20
"RE02",3163,7025,"21.07.2014","21:20:22",47.2983308,8.5382606,565.97,2.2,"val. GPS-3D",20
"RE02",3164,7025,"21.07.2014","21:25:19",47.2983,8.5382416,566.42,5,"val. GPS-3D",20
"RE02",3165,7025,"21.07.2014","21:30:31",47.2983153,8.5382384,560.76,2,"val. GPS-3D",20
"RE02",3166,7025,"21.07.2014","21:35:23",47.2982426,8.5382828,558.7,4.6,"val. GPS-3D",20
"RE02",3167,7025,"21.07.2014","21:40:23",47.2982563,8.5382547,561.37,4.2,"val. GPS-3D",21
"RE02",3168,7025,"21.07.2014","21:45:26",47.2982978,8.5383867,577.53,5.2,"val. GPS-3D",21
"RE02",3169,7025,"21.07.2014","21:50:31",47.2981811,8.5385632,581.34,5.2,"val. GPS-3D",20
"RE02",3170,7025,"21.07.2014","21:55:27",47.2982192,8.5384926,578.78,5.4,"val. GPS-3D",20
"RE02",3171,7025,"21.07.2014","22:00:31",47.2981427,8.5384599,583.92,5.4,"val. GPS-3D",20
"RE02",3172,7025,"21.07.2014","22:05:27",47.2981867,8.5385358,572.6,5.6,"val. GPS-3D",20
"RE02",3173,7025,"21.07.2014","22:10:46",47.2981905,8.5385005,569.49,2.4,"val. GPS-3D",20
"RE02",3174,7025,"21.07.2014","22:15:18",47.2981994,8.5384508,587.62,2.4,"val. GPS-3D",20
"RE02",3175,7025,"21.07.2014","22:20:15",47.2982465,8.5385404,566.46,2.2,"val. GPS-3D",20
"RE02",3176,7025,"21.07.2014","22:25:26",47.2982823,8.5385894,564.15,3.6,"val. GPS-3D",19
"RE02",3177,7025,"21.07.2014","22:30:30",47.2982904,8.5385633,564.68,3.4,"val. GPS-3D",20
"RE02",3178,7025,"21.07.2014","22:35:48",47.2983021,8.5385613,567.56,3.2,"val. GPS-3D",20
"RE02",3179,7025,"21.07.2014","22:40:21",47.2983022,8.5385443,570.27,3.4,"val. GPS-3D",20
"RE02",3180,7025,"21.07.2014","22:45:10",47.2982599,8.5385633,561.01,3.4,"val. GPS-3D",21
"RE02",3181,7025,"21.07.2014","22:50:32",47.2983403,8.5385332,573.17,3.6,"val. GPS-3D",21
"RE02",3182,7025,"21.07.2014","22:55:18",47.2983835,8.5385182,579.62,7.4,"val. GPS-3D",21
"RE02",3183,7025,"21.07.2014","23:00:23",47.2983526,8.5385162,577.35,6.6,"val. GPS-3D",22
"RE02",3184,7025,"21.07.2014","23:05:19",47.2983582,8.5385142,579.49,4,"val. GPS-3D",22
"RE02",3185,7025,"21.07.2014","23:10:22",47.298272,8.5385103,572.01,4,"val. GPS-3D",22
"RE02",3186,7025,"21.07.2014","23:15:18",47.2983032,8.5385312,570.17,4.2,"val. GPS-3D",22
"RE02",3187,7025,"21.07.2014","23:20:23",47.2982958,8.5385253,573.65,4.2,"val. GPS-3D",22
"RE02",3188,7025,"21.07.2014","23:25:19",47.2983025,8.5385103,575.69,4.2,"val. GPS-3D",23
"RE02",3189,7025,"21.07.2014","23:30:22",47.2982781,8.5385103,572.75,4,"val. GPS-3D",22
"RE02",3190,7025,"21.07.2014","23:35:18",47.2982931,8.5385306,579.37,3.8,"val. GPS-3D",22
"RE02",3191,7025,"21.07.2014","23:40:23",47.298301,8.5385214,577.19,3.6,"val. GPS-3D",22
"RE02",3192,7025,"21.07.2014","23:45:19",47.2982943,8.5384835,584.69,3.2,"val. GPS-3D",21
"RE02",3193,7025,"21.07.2014","23:50:29",47.2983233,8.5385116,587.16,3,"val. GPS-3D",21
"RE02",3194,7025,"21.07.2014","23:55:19",47.2983364,8.538611,584.45,3,"val. GPS-3D",21
"RE02",3195,7025,"22.07.2014","00:00:24",47.2983157,8.5385652,596.1,5.4,"val. GPS-3D",21
"RE02",3196,7025,"22.07.2014","00:05:19",47.298301,8.5385639,585.36,2.6,"val. GPS-3D",21
"RE02",3197,7025,"22.07.2014","00:10:30",47.2983019,8.5385678,582.55,2.6,"val. GPS-3D",20
"RE02",3198,7025,"22.07.2014","00:15:27",47.2983676,8.5386489,579.89,2.6,"val. GPS-3D",20
"RE02",3199,7025,"22.07.2014","00:20:24",47.2983427,8.5387319,594.69,2.6,"val. GPS-3D",20
"RE02",3200,7025,"22.07.2014","00:25:18",47.2983641,8.5387456,587.05,5.8,"val. GPS-3D",20
"RE02",3201,7025,"22.07.2014","00:30:23",47.2983902,8.5387535,584.37,6,"val. GPS-3D",20
"RE02",3202,7025,"22.07.2014","00:35:18",47.2983412,8.5385626,581.23,2.6,"val. GPS-3D",21
"RE02",3203,7025,"22.07.2014","00:40:23",47.2983273,8.5385547,585.39,2.6,"val. GPS-3D",20
"RE02",3204,7025,"22.07.2014","00:45:27",47.2984076,8.5385692,574.43,2.6,"val. GPS-3D",20
"RE02",3205,7025,"22.07.2014","00:50:30",47.298446,8.5385175,567.76,2.6,"val. GPS-3D",20
"RE02",3206,7025,"22.07.2014","00:55:26",47.2985216,8.5384933,574.97,8,"val. GPS-3D",20
"RE02",3207,7025,"22.07.2014","01:00:59",47.2983101,8.5386371,581.71,1.8,"val. GPS-3D",20
"RE02",3208,7025,"22.07.2014","01:05:18",47.2983111,8.538624,581.61,2.2,"val. GPS-3D",21
"RE02",3209,7025,"22.07.2014","01:10:21",47.2983262,8.5386548,570.53,2.8,"val. GPS-3D",21
"RE02",3210,7025,"22.07.2014","01:15:19",47.2982496,8.5385521,587.91,3.4,"val. GPS-3D",21
"RE02",3211,7025,"22.07.2014","01:20:24",47.2982317,8.5385711,581.59,3.6,"val. GPS-3D",20
"RE02",3212,7025,"22.07.2014","01:25:27",47.2982677,8.5385861,584.7,3.8,"val. GPS-3D",20
"RE02",3213,7025,"22.07.2014","01:30:30",47.2982285,8.5385743,588.72,4.2,"val. GPS-3D",20
"RE02",3214,7025,"22.07.2014","01:35:18",47.2982509,8.538558,583.7,4.6,"val. GPS-3D",20
"RE02",3215,7025,"22.07.2014","01:40:22",47.2982313,8.5385521,585.71,5,"val. GPS-3D",20
"RE02",3216,7025,"22.07.2014","01:45:27",47.2982327,8.5386534,580.12,5.4,"val. GPS-3D",21
"RE02",3217,7025,"22.07.2014","01:50:24",47.2982588,8.5386783,574.73,5.8,"val. GPS-3D",20
"RE02",3218,7025,"22.07.2014","01:55:18",47.2982156,8.5387188,579.15,5.8,"val. GPS-3D",20
"RE02",3219,7025,"22.07.2014","02:00:31",47.2981849,8.5387253,590.47,5.8,"val. GPS-3D",20
"RE02",3220,7025,"22.07.2014","03:00:46",47.2982452,8.5385345,570.68,3.2,"val. GPS-3D",20
"RE02",3221,7025,"22.07.2014","06:02:39",47.2970337,8.5380506,565.72,7.6,"val. GPS-3D",21
"RE02",3222,7025,"22.07.2014","09:02:22",47.2908098,8.5439893,558.03,4.8,"val. GPS-3D",22
"RE02",3223,7025,"22.07.2014","12:01:33",47.2912424,8.5440719,519.08,2.4,"val. GPS-3D",22
"RE02",3224,7025,"22.07.2014","15:02:46",47.2910376,8.5444614,512.87,14.4,"GPS-3D",24
"RE02",3225,7025,"22.07.2014","18:01:14",47.2947836,8.5413638,554.39,5.4,"val. GPS-3D",23
"RE02",3226,7025,"22.07.2014","21:00:32",47.2982445,8.538539,587.08,7,"val. GPS-3D",22
"RE02",3227,7025,"23.07.2014","00:00:50",47.2988566,8.5384509,577.34,1.8,"val. GPS-3D",23
"RE02",3228,7025,"23.07.2014","03:00:31",47.298994,8.5385876,561.89,4.8,"val. GPS-3D",26
"RE02",3229,7025,"23.07.2014","06:01:24",47.2974435,8.5382983,599.86,3.2,"val. GPS-3D",23
"RE02",3230,7025,"23.07.2014","09:02:39",47.2975774,8.5384893,583.41,5.4,"GPS-3D",25
"RE02",3231,7025,"23.07.2014","12:01:30",47.2978355,8.53869,574.62,2.2,"val. GPS-3D",25
"RE02",3232,7025,"23.07.2014","15:01:58",47.299807,8.535081,583.25,2.6,"val. GPS-3D",26
"RE02",3233,7025,"23.07.2014","18:00:56",47.2975312,8.538501,569.09,6.2,"val. GPS-3D",28
"RE02",3234,7025,"23.07.2014","18:05:39",47.2975747,8.5382821,548.3,4.6,"val. GPS-3D",28
"RE02",3235,7025,"23.07.2014","18:10:54",47.2975873,8.5383435,553.82,4.6,"val. GPS-3D",28
"RE02",3236,7025,"23.07.2014","18:15:40",47.2975596,8.5385887,547.14,9.2,"val. GPS-3D",28
"RE02",3237,7025,"23.07.2014","18:21:30",47.2975028,8.5382605,555.68,4.4,"val. GPS-3D",28
"RE02",3238,7025,"23.07.2014","18:26:18",47.2977276,8.5386359,472.74,3.4,"val. GPS-3D",28
"RE02",3239,7025,"23.07.2014","18:30:14",47.2975336,8.5383369,591.98,2.4,"val. GPS-3D",27
"RE02",3240,7025,"23.07.2014","18:35:43",47.297638,8.5384023,575.83,4.8,"val. GPS-3D",27
"RE02",3241,7025,"23.07.2014","18:40:23",47.2974917,8.5385553,593.56,3,"val. GPS-3D",27
"RE02",3242,7025,"23.07.2014","18:46:09",47.2979492,8.5386802,595.61,6.8,"GPS-2D",27
